id,question,question_type,difficulty,answerable,golden_answer,required_facts,optional_facts,golden_chunk_ids,retrieved_chunk_ids,retrieval_hit_top5,retrieval_rank,generated_answer,matched_required_facts,missing_required_facts,matched_optional_facts,missing_optional_facts,answer_score,answer_pass,grounded_pass,hallucination,failure_type,judge_reason,score_source,latency_ms,retrieval_ms,llm_ms,tools_used,error,top_k
case_062,水泵装配零件清单的图在哪里？,image,medium,True,应返回水泵装配零件清单章节的相关插图。,水泵装配零件清单,,eee9bf78:20:img:0000;eee9bf78:20:img:0001;eee9bf78:20:img:0002;eee9bf78:20:img:0003;eee9bf78:20:img:0004,eee9bf78:20:txt:0014;eee9bf78:20:txt:0000;eee9bf78:20:txt:0002;eee9bf78:20:txt:0012;eee9bf78:20:txt:0015;eee9bf78:20:txt:0013;eee9bf78:20:txt:0001;eee9bf78:20:txt:0003;eee9bf78:20:txt:0011;eee9bf78:20:txt:0016;eee9bf78:20:txt:0004,False,,应返回“6.3 水泵装配零件清单”对应的图示，位于第27页，章节标题为“6.3 水泵装配零件清单”。知识库中未提供具体图号或图名，仅明确该清单内容出现在第27页，且与水泵装配相关部件（如离合器衬套止推垫、滚针轴承、离合器主动盘分组件等）对应。资料中未找到明确图示编号或图片文件名。,水泵装配零件清单,,,,1.0,True,False,False,retrieval_miss_answer_correct,必答事实全部命中,required_facts,2055,23,2032,knowledge_retrieval,,5
case_063,传动装置装配部件清单对应的图片是哪张？,image,medium,True,应返回传动装置装配部件清单章节的相关插图。,传动装置装配部件清单,,eee9bf78:26:img:0000;eee9bf78:26:img:0001,eee9bf78:26:img:0001;eee9bf78:27:img:0000;eee9bf78:26:img:0000;eee9bf78:30:img:0001;eee9bf78:01:img:0000;eee9bf78:26:txt:0000;eee9bf78:26:txt:0001;eee9bf78:27:tbl:0011;eee9bf78:27:txt:0000;eee9bf78:27:txt:0001;eee9bf78:26:tbl:0004,True,1,图8.1 传动装置装配部件清单，对应页码34，图片编号为eee9bf78:26:img:0001。,传动装置装配部件清单,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1119,129,990,knowledge_retrieval,,5
case_064,曲轴和平衡轴装配部件清单有没有图？,image,medium,True,应返回曲轴、平衡轴装配部件清单章节的相关插图。,曲轴;平衡轴;装配部件清单,,eee9bf78:30:img:0000;eee9bf78:30:img:0001,eee9bf78:30:img:0001;eee9bf78:30:img:0000;eee9bf78:18:img:0001;eee9bf78:27:img:0000;eee9bf78:14:img:0001;eee9bf78:30:txt:0000;eee9bf78:30:tbl:0002;eee9bf78:18:img:0000;eee9bf78:18:txt:0000;eee9bf78:18:txt:0001;eee9bf78:30:tbl:0001,True,1,有图，应返回第38页的“9.1 曲轴、平衡轴装配部件清单”图示，对应章节为“九、曲轴与平衡轴”。,曲轴;平衡轴;装配部件清单,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1132,130,1001,knowledge_retrieval,,5
case_065,拆卸曲轴与平衡轴的相关图片在哪里？,image,medium,True,应返回拆卸曲轴与平衡轴章节的相关插图。,拆卸曲轴与平衡轴,,eee9bf78:31:img:0000;eee9bf78:31:img:0001,eee9bf78:31:img:0000;eee9bf78:30:img:0001;eee9bf78:30:img:0000;eee9bf78:31:img:0001;eee9bf78:32:img:0002;eee9bf78:31:tbl:0004;eee9bf78:31:txt:0000;eee9bf78:31:txt:0001;eee9bf78:31:txt:0002;eee9bf78:31:txt:0003;eee9bf78:31:txt:0004,True,1,应返回第39页的图片，标题为“9.2 拆卸曲轴与平衡轴”，对应章节为“九、曲轴与平衡轴”下的“9.2 拆卸曲轴与平衡轴”。,拆卸曲轴与平衡轴,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1493,134,1357,knowledge_retrieval,,5
case_066,拆卸发动机时机油要从哪里排出？,procedure,easy,True,拆卸发动机时要拆下发动机左曲轴箱上的放油螺栓排出发动机内部机油，并拆下车架上的放油螺栓排出车架内部机油。,左曲轴箱上的放油螺栓;车架上的放油螺栓,,eee9bf78:05:txt:0000,eee9bf78:05:txt:0000;eee9bf78:05:txt:0001;eee9bf78:05:txt:0002;eee9bf78:06:txt:0002;eee9bf78:05:img:0002;eee9bf78:05:txt:0003;eee9bf78:05:img:0001;eee9bf78:05:img:0003;eee9bf78:05:srw:0000;eee9bf78:05:srw:0001;eee9bf78:05:srw:0003,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
拆下发动机左曲轴箱上的放油螺栓，将发动机内部机油全部放出。  
拆下车架上的放油螺栓，将车架内部机油全部放出。  

安全注意：  
资料中未找到明确依据。",左曲轴箱上的放油螺栓;车架上的放油螺栓,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1450,31,1419,knowledge_retrieval,,5
case_067,拆卸发动机时冷却液怎么排干净？,procedure,easy,True,拆下水泵盖上的放水螺栓让冷却液流出，水流变小时打开右水箱盖，使发动机内剩余冷却液完全排出。,放水螺栓;打开右水箱盖;剩余冷却液完全排出,,eee9bf78:05:txt:0001,eee9bf78:05:txt:0001;eee9bf78:05:txt:0002;eee9bf78:05:txt:0000;eee9bf78:06:txt:0003;eee9bf78:05:img:0002;eee9bf78:05:txt:0003;eee9bf78:05:img:0001;eee9bf78:05:img:0003;eee9bf78:05:srw:0000;eee9bf78:05:srw:0001;eee9bf78:05:srw:0003,True,1,"前置条件：无明确前置条件说明  
操作步骤：  
1. 拆下水泵盖上的放水螺栓，让冷却液自动流出。  
2. 当水流变小时，打开右水箱盖，使发动机内剩余冷却液完全排出。  
安全注意：资料中未找到明确依据",放水螺栓;打开右水箱盖;剩余冷却液完全排出,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1572,28,1543,knowledge_retrieval,,5
case_068,拆卸发动机表里后平叉轴的扭矩要求是多少？,torque,easy,True,后平叉轴 φ14×310 使用 19# 套筒，扭矩要求为 110 ± 5 N·m。,110 ± 5 N·m,后平叉轴,eee9bf78:05:tbl:0003,eee9bf78:05:tbl:0003;eee9bf78:05:tbl:0000;eee9bf78:05:img:0000;eee9bf78:05:img:0001;eee9bf78:05:txt:0002;eee9bf78:05:tbl:0002;eee9bf78:05:tbl:0004;eee9bf78:05:txt:0003;eee9bf78:05:tbl:0001;eee9bf78:05:tbl:0006;eee9bf78:05:txt:0000,True,1,"拧紧对象：后平叉轴 φ14×310（达克罗）  
扭矩值：110 ± 5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用19# 套筒；该零件为达克罗处理，不可用普通螺栓替代",110 ± 5 N·m,,后平叉轴,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1681,42,1638,knowledge_retrieval,,5
case_069,安装发动机时放油螺栓和放水螺栓的扭矩分别是多少？,torque,easy,True,放油螺栓拧紧力矩为 25 ± 4 N·m，放水螺栓拧紧力矩为 12 ± 1.5 N·m。,25 ± 4 N·m;12 ± 1.5 N·m,放油螺栓;放水螺栓,eee9bf78:06:txt:0001,eee9bf78:06:txt:0001;eee9bf78:06:txt:0000;eee9bf78:06:tbl:0012;eee9bf78:06:txt:0002;eee9bf78:06:img:0000;eee9bf78:06:tbl:0000;eee9bf78:06:tbl:0011;eee9bf78:06:tbl:0013;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007,True,1,"拧紧对象：放油螺栓、放水螺栓  
扭矩值：放油螺栓：25 ± 4 N·m；放水螺栓：12 ± 1.5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：资料中未找到明确依据",25 ± 4 N·m;12 ± 1.5 N·m,,放油螺栓;放水螺栓,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1946,35,1910,knowledge_retrieval,,5
case_070,安装发动机后机油加注量是多少？,spec,easy,True,未更换机油精滤芯时加注 1600 mL 机油，已更换机油精滤芯时加注 1700 mL 机油。,1600 mL;1700 mL,,eee9bf78:06:txt:0002,eee9bf78:06:txt:0002;eee9bf78:06:txt:0003;eee9bf78:06:txt:0001;eee9bf78:06:txt:0000;eee9bf78:06:tbl:0021;eee9bf78:06:tbl:0000;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007;eee9bf78:06:srw:0000;eee9bf78:06:srw:0004,True,1,1600 mL（若未更换机油精滤芯）或 1700 mL（若已更换机油精滤芯），单位：mL。,1600 mL;1700 mL,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1203,29,1173,knowledge_retrieval,,5
case_071,这台发动机要求使用什么规格的机油？,spec,easy,True,机油粘度要求 SAE 10W-40 或 SAE 10W-50，质量等级要求 API SM 级或以上。,SAE 10W-40;SAE 10W-50;API SM,,eee9bf78:06:txt:0002,eee9bf78:06:txt:0002;eee9bf78:06:txt:0001;eee9bf78:21:txt:0009;eee9bf78:21:txt:0011;eee9bf78:21:txt:0012;eee9bf78:21:txt:0008;eee9bf78:21:txt:0010;eee9bf78:21:txt:0013;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007,True,1,粘度：SAE 10W-40 或 SAE 10W-50；质量等级：API SM 级或以上。,SAE 10W-40;SAE 10W-50;API SM,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1295,67,1228,knowledge_retrieval,,5
case_072,安装发动机时冷却液加注后还要做什么？,procedure,medium,True,向右水箱加满冷却液后启动发动机运行 8 到 10 秒再关机，再次向右水箱补液至满，并向副水箱加注到 F 线与 L 线之间。,8 到 10 秒;补液至满;F 线;L 线,,eee9bf78:06:txt:0003,eee9bf78:06:txt:0003;eee9bf78:06:txt:0000;eee9bf78:06:txt:0002;eee9bf78:06:txt:0001;eee9bf78:06:tbl:0018;eee9bf78:06:tbl:0000;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005;eee9bf78:06:tbl:0007;eee9bf78:06:srw:0000;eee9bf78:06:srw:0004,True,1,"前置条件：  
冷却液已按要求加注完毕（右水箱加满，启动发动机运行8～10秒后关机，再次补满右水箱；副水箱液面位于F线与L线之间）。  

操作步骤：  
启动发动机运行 8 ～ 10 秒后关机。  
再次向 右水箱 补液至满。  
向 副水箱 加注冷却液，使液面位于 F 线与 L 线之间。  

安全注意：  
资料中未找到明确依据。",8 到 10 秒;补液至满;F 线;L 线,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2414,68,2345,knowledge_retrieval,,5
case_073,安装发动机时水温传感器的扭矩要求是多少？,torque,easy,True,水温传感器使用 17# T 杆或套筒，扭矩要求为 13 ± 1.5 N·m。,13 ± 1.5 N·m,水温传感器,eee9bf78:06:tbl:0018,eee9bf78:06:tbl:0018;eee9bf78:06:tbl:0000;eee9bf78:06:txt:0001;eee9bf78:06:txt:0000;eee9bf78:06:tbl:0012;eee9bf78:06:tbl:0017;eee9bf78:06:tbl:0019;eee9bf78:06:txt:0005;eee9bf78:06:tbl:0001;eee9bf78:06:tbl:0004;eee9bf78:06:tbl:0005,True,1,"拧紧对象：水温传感器  
扭矩值：13 ± 1.5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用17# T杆或套筒",13 ± 1.5 N·m,,水温传感器,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1092,33,1058,knowledge_retrieval,,5
case_074,拆卸气缸头盖螺栓时要注意什么？,safety,easy,True,气缸头盖螺栓必须对角均匀拧松，防止变形。,对角均匀拧松;防止变形,,eee9bf78:08:txt:0004,eee9bf78:08:txt:0004;eee9bf78:08:txt:0001;eee9bf78:08:img:0000;eee9bf78:08:txt:0002;eee9bf78:08:txt:0012;eee9bf78:08:txt:0003;eee9bf78:08:txt:0005;eee9bf78:08:txt:0000;eee9bf78:08:txt:0013;eee9bf78:08:img:0001;eee9bf78:08:txt:0006,True,1,"注意事项：气缸头盖螺栓必须对角均匀拧松。  
原因或风险：防止气缸头盖变形。  
正确做法：按对角顺序、分步均匀拧松螺栓，不可单侧或依次顺序拆卸。",对角均匀拧松;防止变形,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1399,65,1333,knowledge_retrieval,,5
case_075,检查凸轮轴时哪些部位有问题需要更换？,inspection,medium,True,分别检查进气与排气凸轮轴的轴颈和凸轮基圆表面，若存在磨损、腐蚀或划伤，应更换相应凸轮轴。,轴颈;凸轮基圆表面;磨损、腐蚀或划伤;更换相应凸轮轴,进气与排气凸轮轴,eee9bf78:09:txt:0000,eee9bf78:09:txt:0004;eee9bf78:09:txt:0000;eee9bf78:09:txt:0002;eee9bf78:09:txt:0006;eee9bf78:08:txt:0000;eee9bf78:09:txt:0003;eee9bf78:09:txt:0005;eee9bf78:09:txt:0001;eee9bf78:09:txt:0007;eee9bf78:08:txt:0001;eee9bf78:09:txt:0008,True,2,"检查对象：轴颈、凸轮基圆表面  
正常标准：资料中未找到明确依据  
异常表现：磨损、腐蚀或划伤  
处理方式：更换相应凸轮轴",轴颈;凸轮基圆表面;磨损、腐蚀或划伤;更换相应凸轮轴,,,进气与排气凸轮轴,1.0,True,True,False,pass,必答事实全部命中,required_facts,1131,63,1067,knowledge_retrieval,,5
case_076,安装凸轮轴时先装进气还是排气？,procedure,easy,True,安装凸轮轴时先安装排气凸轮轴，再安装进气凸轮轴，并按对应位置安装凸轮轴座盖。,先安装排气凸轮轴;再安装进气凸轮轴,凸轮轴座盖,eee9bf78:09:txt:0002,eee9bf78:09:txt:0002;eee9bf78:09:txt:0004;eee9bf78:09:txt:0000;eee9bf78:09:txt:0006;eee9bf78:08:txt:0006;eee9bf78:09:txt:0001;eee9bf78:09:txt:0003;eee9bf78:09:txt:0005;eee9bf78:09:txt:0007;eee9bf78:08:txt:0005;eee9bf78:08:txt:0007,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
先安装排气凸轮轴，再安装进气凸轮轴。  

安全注意：  
座盖定位销必须放回气缸头对应孔位，不得错放。",先安装排气凸轮轴;再安装进气凸轮轴,,凸轮轴座盖,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1188,32,1156,knowledge_retrieval,,5
case_077,凸轮轴上的 IN EX L M 标记分别代表什么？,spec,easy,True,IN 表示进气，EX 表示排气，L 表示左侧，M 表示中间。,IN;进气;EX;排气;L;左侧;M;中间,,eee9bf78:09:txt:0004,eee9bf78:09:txt:0004;eee9bf78:09:img:0000;eee9bf78:08:txt:0006;eee9bf78:09:txt:0000;eee9bf78:09:txt:0002;eee9bf78:09:txt:0003;eee9bf78:09:txt:0005;eee9bf78:09:txt:0008;eee9bf78:09:txt:0006;eee9bf78:09:txt:0007;eee9bf78:09:txt:0001,True,1,“IN”：进气；“EX”：排气；“L”：左侧；“M”：中间。,IN;进气;EX;排气;L;左侧;M;中间,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1304,58,1246,knowledge_retrieval,,5
case_078,安装凸轮轴时哪些部位需要涂抹机油？,procedure,medium,True,需要在滑动挺柱、凸轮轴颈座、凸轮轴颈和凸轮基圆处涂抹适量机油。,滑动挺柱;凸轮轴颈座;凸轮轴颈;凸轮基圆;涂抹机油,,eee9bf78:09:txt:0006,eee9bf78:09:txt:0002;eee9bf78:09:txt:0000;eee9bf78:09:txt:0006;eee9bf78:09:txt:0004;eee9bf78:21:txt:0009;eee9bf78:09:txt:0001;eee9bf78:09:txt:0003;eee9bf78:09:txt:0005;eee9bf78:09:txt:0007;eee9bf78:21:txt:0008;eee9bf78:21:txt:0010,True,3,"前置条件：  
无明确前置条件说明。  

操作步骤：  
在以下部位涂抹适量机油：  
- 滑动挺柱  
- 凸轮轴颈座  
- 凸轮轴颈  
- 凸轮基圆  

安全注意：  
无明确安全注意事项说明。",滑动挺柱;凸轮轴颈座;凸轮轴颈;凸轮基圆;涂抹机油,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1561,28,1533,knowledge_retrieval,,5
case_079,安装涨紧器本体时要先套入什么？,procedure,easy,True,安装涨紧器本体时先套入涨紧器垫片，再将涨紧器及垫片装入气缸涨紧器安装位。,涨紧器垫片,,eee9bf78:10:txt:0001,eee9bf78:04:txt:0009;eee9bf78:09:txt:0007;eee9bf78:10:txt:0001;eee9bf78:09:txt:0006;eee9bf78:10:txt:0000;eee9bf78:04:txt:0008;eee9bf78:09:txt:0008;eee9bf78:10:txt:0002;eee9bf78:09:txt:0005;eee9bf78:04:txt:0001;eee9bf78:04:txt:0007,True,3,"前置条件：  
无明确前置条件说明。  

操作步骤：  
套入涨紧器垫片。  
将涨紧器及垫片装入气缸涨紧器安装位。  

安全注意：  
资料中未找到明确依据。",涨紧器垫片,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1576,31,1545,knowledge_retrieval,,5
case_080,安装气缸头盖前密封胶应该涂在哪里？,procedure,medium,True,应在气缸头密封帽周围均匀涂抹耐热平面密封硅胶，并在气缸头装配平面和新气缸头盖垫片两面涂抹耐热平面密封硅胶。,气缸头密封帽周围;新气缸头盖垫片两面;耐热平面密封硅胶,气缸头装配平面,eee9bf78:10:txt:0005,eee9bf78:10:txt:0005;eee9bf78:10:txt:0001;eee9bf78:10:txt:0003;eee9bf78:10:txt:0002;eee9bf78:10:txt:0000;eee9bf78:10:txt:0004;eee9bf78:10:img:0000;eee9bf78:10:srw:0000;eee9bf78:10:srw:0001;eee9bf78:10:srw:0002,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
在气缸头密封帽周围均匀涂抹耐热平面密封硅胶。  
在气缸头装配平面和新气缸头盖垫片两面均涂抹耐热平面密封硅胶。  

安全注意：  
资料中未找到明确依据。",气缸头密封帽周围;新气缸头盖垫片两面;耐热平面密封硅胶,,气缸头装配平面,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1470,29,1440,knowledge_retrieval,,5
case_081,测量气门间隙时塞尺应插在哪里？,procedure,easy,True,应将塞尺插入凸轮轴基圆与滑动挺柱之间测量间隙。,凸轮轴基圆;滑动挺柱之间,塞尺,eee9bf78:11:txt:0001,eee9bf78:11:txt:0001;eee9bf78:11:img:0000;eee9bf78:11:img:0001;eee9bf78:11:txt:0000;eee9bf78:12:txt:0002;eee9bf78:12:txt:0001;eee9bf78:12:txt:0003;eee9bf78:11:srw:0000;eee9bf78:11:srw:0001;eee9bf78:12:txt:0000;eee9bf78:12:txt:0004,True,1,"前置条件：  
拆下气缸头盖。  

操作步骤：  
将塞尺插入凸轮轴基圆与滑动挺柱之间测量间隙。  

安全注意：  
必须测量基圆位置，非凸轮升程段。",凸轮轴基圆;滑动挺柱之间,,塞尺,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1221,57,1163,knowledge_retrieval,,5
case_082,进气门标准间隙范围是多少？,spec,easy,True,进气门标准间隙范围为 0.13～0.20 mm。,0.13;0.20 mm,进气门,eee9bf78:12:tbl:0001,eee9bf78:12:tbl:0001;eee9bf78:12:tbl:0002;eee9bf78:12:tbl:0000;eee9bf78:12:img:0000;eee9bf78:12:img:0001;eee9bf78:12:txt:0021;eee9bf78:12:txt:0000;eee9bf78:12:txt:0002;eee9bf78:12:txt:0004;eee9bf78:12:txt:0005;eee9bf78:12:txt:0008,True,1,进气门标准间隙范围是0.13～0.20 mm（冷态，测量位置为凸轮基圆）。,0.13;0.20 mm,,进气门,,1.0,True,True,False,pass,必答事实全部命中,required_facts,979,32,947,knowledge_retrieval,,5
case_083,排气门标准间隙范围是多少？,spec,easy,True,排气门标准间隙范围为 0.20～0.30 mm。,0.20;0.30 mm,排气门,eee9bf78:12:tbl:0002,eee9bf78:12:tbl:0002;eee9bf78:12:tbl:0001;eee9bf78:12:tbl:0000;eee9bf78:12:img:0000;eee9bf78:12:img:0001;eee9bf78:12:txt:0021;eee9bf78:12:txt:0000;eee9bf78:12:txt:0002;eee9bf78:12:txt:0004;eee9bf78:12:txt:0005;eee9bf78:12:txt:0008,True,1,排气门标准间隙范围是0.20～0.30 mm。,0.20;0.30 mm,,排气门,,1.0,True,True,False,pass,必答事实全部命中,required_facts,840,27,812,knowledge_retrieval,,5
case_084,调整气门间隙时滑动挺柱和调整垫片能不能混用？,safety,easy,True,滑动挺柱、调整垫片与气门是一对一匹配，严禁混用。,严禁混用;一对一匹配,滑动挺柱;调整垫片;气门,eee9bf78:12:txt:0007,eee9bf78:14:txt:0001;eee9bf78:13:txt:0001;eee9bf78:12:txt:0007;eee9bf78:12:txt:0004;eee9bf78:12:txt:0002;eee9bf78:14:txt:0000;eee9bf78:13:txt:0000;eee9bf78:13:txt:0002;eee9bf78:12:txt:0006;eee9bf78:12:txt:0008;eee9bf78:14:txt:0003,True,3,"注意事项：滑动挺柱、调整垫片与气门为一对一匹配，严禁混用。  
原因或风险：混用可能导致气门间隙失准，引发气门撞击、密封不良、功率下降或发动机损坏等严重故障。  
正确做法：每个滑动挺柱和对应调整垫片必须与其原配气门配套使用；更换时应按实测间隙偏差，选用指定厚度的新垫片，并确保原挺柱与气门一一对应。",严禁混用;一对一匹配,,滑动挺柱;调整垫片;气门,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2618,75,2542,knowledge_retrieval,,5
case_085,安装气缸头时 M10 螺母分三次拧紧的扭矩是多少？,torque,medium,True,M10 螺母需要分三次对角拧紧，第一次 25 N·m，第二次 45 N·m，第三次 60 N·m。,25 N·m;45 N·m;60 N·m,分三次;对角拧紧,eee9bf78:12:txt:0018,eee9bf78:12:txt:0018;eee9bf78:10:txt:0002;eee9bf78:10:txt:0000;eee9bf78:10:txt:0001;eee9bf78:10:txt:0003;eee9bf78:12:txt:0017;eee9bf78:12:txt:0019;eee9bf78:10:txt:0004;eee9bf78:12:txt:0000;eee9bf78:12:txt:0002;eee9bf78:12:txt:0004,True,1,"拧紧对象：M10 螺母  
扭矩值：第一次 25 N·m，第二次 45 N·m，第三次 60 N·m  
是否分次：是  
顺序或注意事项：分三次对角拧紧；拧紧前需在螺母螺纹处涂抹润滑油。",25 N·m;45 N·m;60 N·m,,分三次;对角拧紧,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2052,75,1977,knowledge_retrieval,,5
case_086,拆卸气门弹簧时需要使用什么工具？,procedure,easy,True,拆卸气门弹簧时使用气门拆装器压缩气门弹簧，然后依次拆下气门锁夹、气门弹簧上圈、气门外弹簧、气门内弹簧等部件。,气门拆装器,,eee9bf78:13:txt:0003,eee9bf78:13:txt:0003;eee9bf78:13:txt:0005;eee9bf78:13:txt:0000;eee9bf78:13:txt:0002;eee9bf78:13:txt:0004;eee9bf78:13:img:0000;eee9bf78:13:txt:0001;eee9bf78:13:srw:0001;eee9bf78:13:srw:0002;eee9bf78:13:srw:0003;eee9bf78:13:srw:0004,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
2. 使用气门拆装器压缩气门弹簧，依次拆下：气门锁夹、气门弹簧上圈、气门外弹簧、气门内弹簧、气门杆径油封、气门弹簧座、气门（进气门×2，排气门×2）。  

安全注意：  
4组气门组件必须分别标记，确保装回原位。",气门拆装器,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1869,30,1838,knowledge_retrieval,,5
case_087,安装气门弹簧时哪一端必须朝下？,safety,easy,True,气门弹簧间距较密的一端，也就是标记为 b 和 b′ 的一端必须朝下安装。,间距较密的一端;朝下,b;b′,eee9bf78:14:txt:0003,eee9bf78:14:txt:0003;eee9bf78:13:txt:0003;eee9bf78:14:txt:0001;eee9bf78:13:txt:0005;eee9bf78:14:txt:0000;eee9bf78:14:txt:0002;eee9bf78:14:tbl:0000;eee9bf78:13:txt:0002;eee9bf78:13:txt:0004;eee9bf78:13:img:0000;eee9bf78:14:tbl:0003,True,1,"注意事项：  
气门弹簧间距较密的一端（标记为“b”和“b′”）必须朝下安装。  

原因或风险：  
若安装方向错误，可能导致弹簧受力不均、弹力异常、气门关闭不严，进而引发漏气、烧蚀、发动机功率下降甚至机械损坏等安全风险。  

正确做法：  
安装时确保气门弹簧间距较密的一端（标有“b”或“b′”）朝向气门座方向（即朝下）。",间距较密的一端;朝下,,b;b′,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2329,67,2262,knowledge_retrieval,,5
case_088,拆卸气缸与活塞时活塞销挡圈要注意什么？,safety,easy,True,拆卸活塞时要防止活塞销挡圈掉入箱体内部。,防止活塞销挡圈掉入箱体,,eee9bf78:15:txt:0006,eee9bf78:15:txt:0006;eee9bf78:15:img:0000;eee9bf78:15:txt:0000;eee9bf78:15:txt:0003;eee9bf78:15:txt:0005;eee9bf78:15:txt:0007;eee9bf78:15:tbl:0003;eee9bf78:15:img:0001;eee9bf78:15:txt:0001;eee9bf78:15:txt:0002;eee9bf78:15:txt:0004,True,1,"注意事项：防止活塞销挡圈掉入箱体内部。  
原因或风险：挡圈掉入箱体内部可能导致发动机运转时异响、卡滞，甚至损坏其他部件。  
正确做法：拆卸时用尖嘴钳夹稳挡圈，并在开口对准挡圈槽缺口后小心取下，全程注意接住并妥善放置。",防止活塞销挡圈掉入箱体,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1591,27,1563,knowledge_retrieval,,5
case_089,检查气缸内壁与活塞裙部时什么情况必须更换？,inspection,easy,True,如果气缸内壁或活塞裙部有明显刮痕或损伤，且用手触摸明显粗糙，必须更换有缺陷的部件。,明显刮痕或损伤;手触摸明显粗糙;更换有缺陷的部件,,eee9bf78:15:txt:0010,eee9bf78:15:txt:0010;eee9bf78:15:img:0000;eee9bf78:15:img:0001;eee9bf78:15:txt:0012;eee9bf78:15:txt:0009;eee9bf78:15:txt:0011;eee9bf78:15:tbl:0003;eee9bf78:15:txt:0000;eee9bf78:15:txt:0001;eee9bf78:15:txt:0002;eee9bf78:15:txt:0003,True,1,"检查对象：气缸内壁与活塞裙部  
正常标准：表面光滑，无明显刮痕或损伤（用手触摸不粗糙）  
异常表现：有明显刮痕或损伤（用手触摸明显粗糙）  
处理方式：必须更换有缺陷的部件",明显刮痕或损伤;手触摸明显粗糙;更换有缺陷的部件,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1274,27,1247,knowledge_retrieval,,5
case_090,检查三道活塞环时什么情况需要更换活塞及活塞环？,inspection,easy,True,如果三道活塞环被卡住，则需要更换活塞及活塞环。,三道活塞环被卡住;更换活塞及活塞环,,eee9bf78:15:txt:0012,eee9bf78:15:txt:0012;eee9bf78:17:txt:0007;eee9bf78:17:txt:0011;eee9bf78:17:txt:0015;eee9bf78:17:txt:0002;eee9bf78:15:txt:0011;eee9bf78:15:tbl:0000;eee9bf78:17:txt:0006;eee9bf78:17:txt:0010;eee9bf78:17:txt:0012;eee9bf78:15:txt:0001,True,1,"检查对象：三道活塞环  
正常标准：资料中未找到明确依据  
异常表现：活塞环被卡住  
处理方式：更换活塞及活塞环",三道活塞环被卡住;更换活塞及活塞环,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1128,29,1099,knowledge_retrieval,,5
case_091,检查机油泵从动齿轮时什么情况要更换机油泵？,inspection,easy,True,拨动机油泵从动齿轮时如果不能自由转动，就要更换机油泵。,不能自由转动;更换机油泵,机油泵从动齿轮,eee9bf78:21:txt:0003,eee9bf78:21:txt:0003;eee9bf78:21:txt:0016;eee9bf78:21:txt:0005;eee9bf78:21:txt:0007;eee9bf78:21:txt:0014;eee9bf78:21:txt:0002;eee9bf78:21:txt:0004;eee9bf78:21:txt:0015;eee9bf78:21:txt:0017;eee9bf78:21:txt:0006;eee9bf78:21:txt:0008,True,1,"检查对象：机油泵从动齿轮  
正常标准：能自由转动  
异常表现：不能自由转动  
处理方式：更换机油泵",不能自由转动;更换机油泵,,机油泵从动齿轮,,1.0,True,True,False,pass,必答事实全部命中,required_facts,995,25,970,knowledge_retrieval,,5
